ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
Returning the item,got delivery today12122018initial impressionsthe audio really goodnice basscomfortable fitaudio 45but hours usage right earphone stopped workingaudio output right earphone loud left earphone,1,boAt Rockerz 255,4,0.361,"['delivery', 'impressionsthe', 'audio', 'goodnice', '45but', 'hour', 'usage', 'earphone', 'workingaudio', 'output', 'earphone', 'earphone']",button cable earphone month side speaker use volume wire work
Not great sound performance but overall ok,hi bought 1500 amazon tell found worth 1500 bought seeing 4 star rating amazon users seriously worth 4 stars1 bass may sound powerfull sharp i tried switch plug ear phone boat wireless found sound great although bass may there2 as user mentioned mic good also feel3 if arr looking style doesnt look stylish the earphone wires come behind front looks odd4 noise cancellation good5 ear comfort okif buy would rather wireless earphone 600 bucks metro station amd may feel disappointed rather spending 1500 buck feeling disappointedthis product range 600 800 maxstill need something desperately wireless affordable cost okhave heard colleagues may find good wireless earphone ali express,3,boAt Rockerz 255,1,0.338,"['amazon', 'star', 'rating', 'amazon', 'user', 'bass', 'switch', 'ear', 'phone', 'boat', 'wireless', 'sound', 'bass', 'user', 'good', 'style', 'earphone', 'wire', 'odd4', 'noise', 'cancellation', 'okif', 'buy', 'earphone', 'buck', 'metro', 'station', 'buck', 'feeling', 'product', 'range', 'cost', 'okhave', 'colleague', 'earphone']",bass cancellation clarity earphone headphone music noise quality sound voice
Go for it....,good bluetooth ear headphonessound quality decentmay seem little thin takes time get used definitely bad poorbattery life decent around 56 hrs connectedbuild quality good though need b little carefulall value for money deal especially sweet since i got attractive deal price inr 999 great indian amazon sale,4,boAt Rockerz 255,0,0.541,"['quality', 'decentmay', 'take', 'time', 'poorbattery', 'life', 'hrs', 'connectedbuild', 'quality', 'carefulall', 'value', 'money', 'deal', 'deal', 'price', 'sale']",battery call day hour life money music product quality use
Not accepting the charging within two days of purchase,let tell product details1 sound quality good it harmless ears not loud traffic noise cant disturb listening music2 look awesome wires lengthy3 battery backup was awesome six seven hours 1 130 hours chargingbut4 product charging after only two days of purchase and acceptable thats rating one lesser one available thoughi change ratings review replacement refund productand one thing put deep thing ears might painful minutesregardssiddharth,1,boAt Rockerz 255,0,0.583,"['product', 'details1', 'quality', 'ear', 'traffic', 'noise', 'wire', 'battery', 'backup', 'hour', 'hour', 'product', 'day', 'purchase', 'thoughi', 'change', 'rating', 'review', 'replacement', 'refund', 'productand', 'thing', 'thing', 'ear', 'minutesregardssiddharth']",battery call day hour life money music product quality use
not working within 1 month,product working within 1 month purchase,1,boAt Rockerz 255,0,0.483,"['product', 'month', 'purchase']",battery call day hour life money music product quality use
It is just Best among the other worsts. Just a Earphone wirthout jack. Nothing more to expect.,it priced around 27k initially but i definitely know doesnt worth i got offer rs11k still worth price i looking stuff without plug 35mm jack mobile serves purpose other music lovers wants listen music long hours 30 minutes starts hurting i started develop earheadache i continue listen 1 hr definitely suitable laptops keeps disconnecting frequently reason recently starts mobiles well battery great daily 1 hours hearing battery lasts max 3 days the string annoyingly long dangles upto stomach i seen earphones reasonable length one awkwardly designed you cannot wear without getting attention onlookersif ready spend another 1000 bucks go good brands like jbl senheiser etc if want cut cost well best among worsts market,3,boAt Rockerz 255,0,0.395,"['27k', 'offer', 'rs11k', 'price', 'stuff', 'jack', 'mobile', 'music', 'lover', 'music', 'hour', 'minute', 'earheadache', 'laptop', 'reason', 'mobile', 'battery', 'hour', 'battery', 'day', 'string', 'dangle', 'stomach', 'earphone', 'length', 'attention', 'buck', 'brand', 'jbl', 'senheiser', 'cost', 'worst', 'market']",battery call day hour life money music product quality use
Value for money,just got i must say build quality great coming sound really good bass cant comment battery yet i got i update review later checking battery backupedit so using days battery easily lasts day half per usage includes 115 hrs music one movie 152hrs one episode tv series 4050mins i end 40 battery left per usage,5,boAt Rockerz 255,0,0.493,"['quality', 'sound', 'bass', 'battery', 'update', 'review', 'battery', 'backupedit', 'day', 'battery', 'day', 'half', 'usage', 'hrs', 'music', 'movie', 'episode', 'tv', 'series', '4050min', 'battery', 'usage']",battery call day hour life money music product quality use
One of the best budget sports Bluetooth headphones.,the headphones good however first one broke within one month boat replaced kudos battery life enough one half gym sessions id say 56 hrs sound clear good depth,4,boAt Rockerz 255,0,0.454,"['headphone', 'month', 'boat', 'kudo', 'battery', 'life', 'half', 'gym', 'session', 'hrs', 'sound', 'depth']",battery call day hour life money music product quality use
Good at it's price.,i bought earphones 23 march my experience headphones quite great i got delivery time packing great sealed so talking functioning comes sound quality love bass good enough make toes move mic good quality noise cancellation could even better i think thats great price range works dual phone 78m radius battery backup good though 10 min charge system full battery charging takes time buttons working well build quality superb in short go thinking buy,4,boAt Rockerz 255,0,0.507,"['earphone', 'march', 'experience', 'headphone', 'delivery', 'time', 'functioning', 'quality', 'love', 'bass', 'toe', 'quality', 'noise', 'cancellation', 'price', 'range', 'phone', 'battery', 'backup', 'min', 'charge', 'system', 'battery', 'charging', 'time', 'button', 'quality', 'superb', 'go', 'buy']",battery call day hour life money music product quality use
Earphone cables are a bit lengthy that makes irritation,in terms price range good earphone best one sound quality good issues battery life also feels comfortable around neck sometimes connection breaking travelling vehicle big issue happens rarely the thing i liked length cable it really bit long make disturbance especially listening music casually hangs neck however magnetic effect working fine,4,boAt Rockerz 255,0,0.38,"['term', 'price', 'range', 'earphone', 'sound', 'quality', 'issue', 'battery', 'life', 'neck', 'connection', 'vehicle', 'issue', 'thing', 'length', 'cable', 'disturbance', 'music', 'neck', 'effect']",battery call day hour life money music product quality use
Waste of money,it badthis ear phones could completed even month 20 daysand battery getting heated battery running time getting shorter time today play 1 hour next thing 5 days since one side earhone workingfeeling cheated,1,boAt Rockerz 255,0,0.749,"['ear', 'phone', 'month', 'daysand', 'battery', 'battery', 'time', 'time', 'today', 'hour', 'thing', 'day', 'side', 'earhone']",battery call day hour life money music product quality use
Battery issue ,the bass sound clearity awesomevery comfortablecall quality also awesomebut battery seems oki got product delivered yesterday unboxing product i noticed battery 100 i continuously used like 23 hours battery came 80 i used like 2hours battery still 80day 2in morning i used like 30 minutes suprisingly battery still 80 i amazedlater i dint use till eveninglater 7 i used continuously till 9 pm yes battery still 80here real problem occurs dinner i relaxing balcony phone call suddenly i started getting beep sounds new boat 255 earphones i checked battery 20 i like whaaattttt seriously like 5mins still 80 nowhere suddenly went 20 really pissed within 30 seconds battery totally deadhorribleill check tomorrow i still problem persist ill replace item build quality sound call quality really goodthats amigos,5,boAt Rockerz 255,0,0.694,"['bass', 'sound', 'clearity', 'awesomevery', 'comfortablecall', 'quality', 'battery', 'oki', 'product', 'yesterday', 'product', 'battery', 'hour', 'battery', 'battery', '80day', 'morning', 'minute', 'battery', 'amazedlater', 'dint', 'use', 'eveninglater', 'battery', 'problem', 'dinner', 'phone', 'call', 'beep', 'boat', 'earphone', 'battery', 'second', 'battery', 'check', 'tomorrow', 'replace', 'item', 'quality', 'sound', 'call', 'quality', 'amigo']",battery call day hour life money music product quality use
Not good for workouts,the wire band ears long previously i using skull candy lost went cheaper option skull candy wire length perfect in boats rockerz wire long keeps bumping neck run the sound wire hitting neck echoes ear pieces also floor exercises longish wire hangs uncomfortably around neck sound quality battery life decent price though so plan buy casual listening go ahead wouldnt recommend serious workouts,2,boAt Rockerz 255,0,0.377,"['wire', 'band', 'ear', 'skull', 'candy', 'option', 'skull', 'candy', 'wire', 'length', 'boat', 'wire', 'neck', 'wire', 'neck', 'echo', 'piece', 'exercise', 'wire', 'neck', 'sound', 'quality', 'battery', 'life', 'price', 'plan', 'listening', 'workout']",battery call day hour life money music product quality use
